"","Entity","Code","SDG","Year","value"
"2282","Micronesia (country)","FSM","14_1_1_2",2000,93.83
"2283","Micronesia (country)","FSM","14_1_1_2",2001,97.65
"2284","Micronesia (country)","FSM","14_1_1_2",2002,96.68
"2285","Micronesia (country)","FSM","14_1_1_2",2003,97.84
"2286","Micronesia (country)","FSM","14_1_1_2",2004,98.39
"2287","Micronesia (country)","FSM","14_1_1_2",2005,99.48
"2288","Micronesia (country)","FSM","14_1_1_2",2006,99.22
"2289","Micronesia (country)","FSM","14_1_1_2",2007,99.1
"2290","Micronesia (country)","FSM","14_1_1_2",2008,95.42
"2291","Micronesia (country)","FSM","14_1_1_2",2009,98.94
"2292","Micronesia (country)","FSM","14_1_1_2",2010,95
"2293","Micronesia (country)","FSM","14_1_1_2",2011,98.4
"2294","Micronesia (country)","FSM","14_1_1_2",2012,97.6
"2295","Micronesia (country)","FSM","14_1_1_2",2013,99.3
"2296","Micronesia (country)","FSM","14_1_1_2",2014,99.81
"2297","Micronesia (country)","FSM","14_1_1_2",2015,98.62
"2298","Micronesia (country)","FSM","14_1_1_2",2016,99.59
"2299","Micronesia (country)","FSM","14_1_1_2",2017,99.53
"2300","Micronesia (country)","FSM","14_1_1_2",2018,99.58
"2301","Micronesia (country)","FSM","14_1_1_2",2019,99.14
"2322","Monaco","MCO","14_1_1_2",2000,92.31
"2323","Monaco","MCO","14_1_1_2",2001,84.62
"2324","Monaco","MCO","14_1_1_2",2002,76.92
"2325","Monaco","MCO","14_1_1_2",2003,84.62
"2326","Monaco","MCO","14_1_1_2",2004,46.15
"2327","Monaco","MCO","14_1_1_2",2005,42.31
"2328","Monaco","MCO","14_1_1_2",2006,30.77
"2329","Monaco","MCO","14_1_1_2",2007,84.62
"2330","Monaco","MCO","14_1_1_2",2008,23.08
"2331","Monaco","MCO","14_1_1_2",2010,69.23
"2332","Monaco","MCO","14_1_1_2",2013,88.46
"2333","Monaco","MCO","14_1_1_2",2018,92.31
"2334","Montenegro","MNE","14_1_1_2",2000,99.61
"2335","Montenegro","MNE","14_1_1_2",2001,99.61
"2336","Montenegro","MNE","14_1_1_2",2002,95.28
"2337","Montenegro","MNE","14_1_1_2",2003,93.7
"2338","Montenegro","MNE","14_1_1_2",2004,77.56
"2339","Montenegro","MNE","14_1_1_2",2005,94.69
"2340","Montenegro","MNE","14_1_1_2",2006,89.11
"2341","Montenegro","MNE","14_1_1_2",2007,78.74
"2342","Montenegro","MNE","14_1_1_2",2008,79.33
"2343","Montenegro","MNE","14_1_1_2",2009,96.85
"2344","Montenegro","MNE","14_1_1_2",2010,82.76
"2345","Montenegro","MNE","14_1_1_2",2011,68.9
"2346","Montenegro","MNE","14_1_1_2",2013,96.33
"2347","Montenegro","MNE","14_1_1_2",2014,99.61
"2348","Montenegro","MNE","14_1_1_2",2015,99.61
"2349","Montenegro","MNE","14_1_1_2",2018,95.28
"2350","Montserrat","MSR","14_1_1_2",2000,99.56
"2351","Montserrat","MSR","14_1_1_2",2001,93.11
"2352","Montserrat","MSR","14_1_1_2",2002,99.56
"2353","Montserrat","MSR","14_1_1_2",2003,67
"2354","Montserrat","MSR","14_1_1_2",2004,98.22
"2355","Montserrat","MSR","14_1_1_2",2006,81.11
"2356","Montserrat","MSR","14_1_1_2",2007,99.56
"2357","Montserrat","MSR","14_1_1_2",2009,51.56
"2358","Montserrat","MSR","14_1_1_2",2010,62.44
"2359","Montserrat","MSR","14_1_1_2",2014,70.22
"2360","Montserrat","MSR","14_1_1_2",2015,88.44
"2361","Montserrat","MSR","14_1_1_2",2017,97.33
"2362","Morocco","MAR","14_1_1_2",2000,98.91
"2363","Morocco","MAR","14_1_1_2",2001,97.04
"2364","Morocco","MAR","14_1_1_2",2002,97.66
"2365","Morocco","MAR","14_1_1_2",2003,97.99
"2366","Morocco","MAR","14_1_1_2",2004,97.87
"2367","Morocco","MAR","14_1_1_2",2005,95.99
"2368","Morocco","MAR","14_1_1_2",2006,97.62
"2369","Morocco","MAR","14_1_1_2",2007,96.9
"2370","Morocco","MAR","14_1_1_2",2008,97.65
"2371","Morocco","MAR","14_1_1_2",2009,94.05
"2372","Morocco","MAR","14_1_1_2",2010,99.57
"2373","Morocco","MAR","14_1_1_2",2011,98.47
"2374","Morocco","MAR","14_1_1_2",2012,89.43
"2375","Morocco","MAR","14_1_1_2",2013,97.18
"2376","Morocco","MAR","14_1_1_2",2014,95.17
"2377","Morocco","MAR","14_1_1_2",2015,95.81
"2378","Morocco","MAR","14_1_1_2",2016,98.13
"2379","Morocco","MAR","14_1_1_2",2017,97.74
"2380","Morocco","MAR","14_1_1_2",2018,98.24
"2381","Morocco","MAR","14_1_1_2",2019,98.69
"2382","Mozambique","MOZ","14_1_1_2",2000,96.78
"2383","Mozambique","MOZ","14_1_1_2",2001,95.19
"2384","Mozambique","MOZ","14_1_1_2",2002,97.56
"2385","Mozambique","MOZ","14_1_1_2",2003,96.81
"2386","Mozambique","MOZ","14_1_1_2",2004,98.54
"2387","Mozambique","MOZ","14_1_1_2",2005,98.12
"2388","Mozambique","MOZ","14_1_1_2",2006,99.12
"2389","Mozambique","MOZ","14_1_1_2",2007,98.88
"2390","Mozambique","MOZ","14_1_1_2",2008,96.37
"2391","Mozambique","MOZ","14_1_1_2",2009,99.32
"2392","Mozambique","MOZ","14_1_1_2",2010,99.13
"2393","Mozambique","MOZ","14_1_1_2",2011,99.26
"2394","Mozambique","MOZ","14_1_1_2",2012,98.62
"2395","Mozambique","MOZ","14_1_1_2",2013,98.88
"2396","Mozambique","MOZ","14_1_1_2",2014,98.83
"2397","Mozambique","MOZ","14_1_1_2",2015,99.22
"2398","Mozambique","MOZ","14_1_1_2",2016,99.61
"2399","Mozambique","MOZ","14_1_1_2",2017,99.01
"2400","Mozambique","MOZ","14_1_1_2",2018,99.4
"2401","Mozambique","MOZ","14_1_1_2",2019,97.49
"2402","Myanmar","MMR","14_1_1_2",2000,98.28
"2403","Myanmar","MMR","14_1_1_2",2001,97.58
"2404","Myanmar","MMR","14_1_1_2",2002,97.6
"2405","Myanmar","MMR","14_1_1_2",2003,97.75
"2406","Myanmar","MMR","14_1_1_2",2004,96.83
"2407","Myanmar","MMR","14_1_1_2",2005,97.32
"2408","Myanmar","MMR","14_1_1_2",2006,97.09
"2409","Myanmar","MMR","14_1_1_2",2007,94.98
"2410","Myanmar","MMR","14_1_1_2",2008,97.8
"2411","Myanmar","MMR","14_1_1_2",2009,97.66
"2412","Myanmar","MMR","14_1_1_2",2010,98.49
"2413","Myanmar","MMR","14_1_1_2",2011,98.14
"2414","Myanmar","MMR","14_1_1_2",2012,98.61
"2415","Myanmar","MMR","14_1_1_2",2013,99.12
"2416","Myanmar","MMR","14_1_1_2",2014,99.33
"2417","Myanmar","MMR","14_1_1_2",2015,98.66
"2418","Myanmar","MMR","14_1_1_2",2016,98.73
"2419","Myanmar","MMR","14_1_1_2",2017,98.63
"2420","Myanmar","MMR","14_1_1_2",2018,99.11
"2421","Myanmar","MMR","14_1_1_2",2019,98.66
"2422","Namibia","NAM","14_1_1_2",2000,92.92
"2423","Namibia","NAM","14_1_1_2",2001,94.2
"2424","Namibia","NAM","14_1_1_2",2002,92.96
"2425","Namibia","NAM","14_1_1_2",2003,88.78
"2426","Namibia","NAM","14_1_1_2",2004,86.02
"2427","Namibia","NAM","14_1_1_2",2005,92.24
"2428","Namibia","NAM","14_1_1_2",2006,95.67
"2429","Namibia","NAM","14_1_1_2",2007,89.04
"2430","Namibia","NAM","14_1_1_2",2008,92.85
"2431","Namibia","NAM","14_1_1_2",2009,91.28
"2432","Namibia","NAM","14_1_1_2",2010,93.55
"2433","Namibia","NAM","14_1_1_2",2011,94.42
"2434","Namibia","NAM","14_1_1_2",2012,86.66
"2435","Namibia","NAM","14_1_1_2",2013,94.12
"2436","Namibia","NAM","14_1_1_2",2014,93.74
"2437","Namibia","NAM","14_1_1_2",2015,95.54
"2438","Namibia","NAM","14_1_1_2",2016,94.77
"2439","Namibia","NAM","14_1_1_2",2017,91.2
"2440","Namibia","NAM","14_1_1_2",2018,94.03
"2441","Namibia","NAM","14_1_1_2",2019,93.77
"2442","Nauru","NRU","14_1_1_2",2000,52.93
"2443","Nauru","NRU","14_1_1_2",2001,87.46
"2444","Nauru","NRU","14_1_1_2",2002,99.69
"2445","Nauru","NRU","14_1_1_2",2003,98.82
"2446","Nauru","NRU","14_1_1_2",2004,99.28
"2447","Nauru","NRU","14_1_1_2",2005,95.97
"2448","Nauru","NRU","14_1_1_2",2006,98.12
"2449","Nauru","NRU","14_1_1_2",2007,70.57
"2450","Nauru","NRU","14_1_1_2",2008,67.63
"2451","Nauru","NRU","14_1_1_2",2009,92.94
"2452","Nauru","NRU","14_1_1_2",2010,46.4
"2453","Nauru","NRU","14_1_1_2",2011,76.16
"2454","Nauru","NRU","14_1_1_2",2012,97.57
"2455","Nauru","NRU","14_1_1_2",2013,80.15
"2456","Nauru","NRU","14_1_1_2",2014,98.44
"2457","Nauru","NRU","14_1_1_2",2015,99.73
"2458","Nauru","NRU","14_1_1_2",2016,94.48
"2459","Nauru","NRU","14_1_1_2",2017,84.82
"2460","Nauru","NRU","14_1_1_2",2018,98.25
"2461","Netherlands","NLD","14_1_1_2",2000,98.37
"2462","Netherlands","NLD","14_1_1_2",2001,92.06
"2463","Netherlands","NLD","14_1_1_2",2002,98.37
"2464","Netherlands","NLD","14_1_1_2",2003,96.13
"2465","Netherlands","NLD","14_1_1_2",2004,92.85
"2466","Netherlands","NLD","14_1_1_2",2005,95.33
"2467","Netherlands","NLD","14_1_1_2",2006,94.48
"2468","Netherlands","NLD","14_1_1_2",2007,93.81
"2469","Netherlands","NLD","14_1_1_2",2008,97.36
"2470","Netherlands","NLD","14_1_1_2",2009,99.15
"2471","Netherlands","NLD","14_1_1_2",2010,99.38
"2472","Netherlands","NLD","14_1_1_2",2011,98.03
"2473","Netherlands","NLD","14_1_1_2",2012,96.51
"2474","Netherlands","NLD","14_1_1_2",2013,92.7
"2475","Netherlands","NLD","14_1_1_2",2014,97.88
"2476","Netherlands","NLD","14_1_1_2",2015,96.66
"2477","Netherlands","NLD","14_1_1_2",2016,96.68
"2478","Netherlands","NLD","14_1_1_2",2017,97.09
"2479","Netherlands","NLD","14_1_1_2",2018,94.75
"2480","Netherlands","NLD","14_1_1_2",2019,98.74
"2481","New Caledonia","NCL","14_1_1_2",2000,99.6
"2482","New Caledonia","NCL","14_1_1_2",2001,99.52
"2483","New Caledonia","NCL","14_1_1_2",2002,99.02
"2484","New Caledonia","NCL","14_1_1_2",2003,95.06
"2485","New Caledonia","NCL","14_1_1_2",2004,95.42
"2486","New Caledonia","NCL","14_1_1_2",2005,97.05
"2487","New Caledonia","NCL","14_1_1_2",2006,99
"2488","New Caledonia","NCL","14_1_1_2",2007,98.08
"2489","New Caledonia","NCL","14_1_1_2",2008,99
"2490","New Caledonia","NCL","14_1_1_2",2009,99.31
"2491","New Caledonia","NCL","14_1_1_2",2010,91.24
"2492","New Caledonia","NCL","14_1_1_2",2011,99.44
"2493","New Caledonia","NCL","14_1_1_2",2012,99.75
"2494","New Caledonia","NCL","14_1_1_2",2013,98.79
"2495","New Caledonia","NCL","14_1_1_2",2014,97.88
"2496","New Caledonia","NCL","14_1_1_2",2015,98.98
"2497","New Caledonia","NCL","14_1_1_2",2016,99.64
"2498","New Caledonia","NCL","14_1_1_2",2017,98.28
"2499","New Caledonia","NCL","14_1_1_2",2018,99.62
"2500","New Caledonia","NCL","14_1_1_2",2019,98.45
"2501","New Zealand","NZL","14_1_1_2",2000,98.9
"2502","New Zealand","NZL","14_1_1_2",2001,97.06
"2503","New Zealand","NZL","14_1_1_2",2002,97.37
"2504","New Zealand","NZL","14_1_1_2",2003,97.05
"2505","New Zealand","NZL","14_1_1_2",2004,92.42
"2506","New Zealand","NZL","14_1_1_2",2005,96.4
"2507","New Zealand","NZL","14_1_1_2",2006,96.83
"2508","New Zealand","NZL","14_1_1_2",2007,96.3
"2509","New Zealand","NZL","14_1_1_2",2008,96.63
"2510","New Zealand","NZL","14_1_1_2",2009,94.92
"2511","New Zealand","NZL","14_1_1_2",2010,97.29
"2512","New Zealand","NZL","14_1_1_2",2011,97.44
"2513","New Zealand","NZL","14_1_1_2",2012,98.02
"2514","New Zealand","NZL","14_1_1_2",2013,96.79
"2515","New Zealand","NZL","14_1_1_2",2014,98.04
"2516","New Zealand","NZL","14_1_1_2",2015,97.79
"2517","New Zealand","NZL","14_1_1_2",2016,97.6
"2518","New Zealand","NZL","14_1_1_2",2017,97.54
"2519","New Zealand","NZL","14_1_1_2",2018,97.13
"2520","New Zealand","NZL","14_1_1_2",2019,95.04
"2521","Nicaragua","NIC","14_1_1_2",2000,93.69
"2522","Nicaragua","NIC","14_1_1_2",2001,91.42
"2523","Nicaragua","NIC","14_1_1_2",2002,95.46
"2524","Nicaragua","NIC","14_1_1_2",2003,99.27
"2525","Nicaragua","NIC","14_1_1_2",2004,97.07
"2526","Nicaragua","NIC","14_1_1_2",2005,97.36
"2527","Nicaragua","NIC","14_1_1_2",2006,99.14
"2528","Nicaragua","NIC","14_1_1_2",2007,96.99
"2529","Nicaragua","NIC","14_1_1_2",2008,98.7
"2530","Nicaragua","NIC","14_1_1_2",2009,97.05
"2531","Nicaragua","NIC","14_1_1_2",2010,96.07
"2532","Nicaragua","NIC","14_1_1_2",2011,96.69
"2533","Nicaragua","NIC","14_1_1_2",2012,95.72
"2534","Nicaragua","NIC","14_1_1_2",2013,94.5
"2535","Nicaragua","NIC","14_1_1_2",2014,99.26
"2536","Nicaragua","NIC","14_1_1_2",2015,99.47
"2537","Nicaragua","NIC","14_1_1_2",2016,99.16
"2538","Nicaragua","NIC","14_1_1_2",2017,98.71
"2539","Nicaragua","NIC","14_1_1_2",2018,98.57
"2540","Nicaragua","NIC","14_1_1_2",2019,99.76
"2541","Nigeria","NGA","14_1_1_2",2000,99.22
"2542","Nigeria","NGA","14_1_1_2",2001,99.42
"2543","Nigeria","NGA","14_1_1_2",2002,95.83
"2544","Nigeria","NGA","14_1_1_2",2003,98.4
"2545","Nigeria","NGA","14_1_1_2",2004,98.66
"2546","Nigeria","NGA","14_1_1_2",2005,98.83
"2547","Nigeria","NGA","14_1_1_2",2006,94.45
"2548","Nigeria","NGA","14_1_1_2",2007,97.62
"2549","Nigeria","NGA","14_1_1_2",2008,94.92
"2550","Nigeria","NGA","14_1_1_2",2009,97.36
"2551","Nigeria","NGA","14_1_1_2",2010,96.67
"2552","Nigeria","NGA","14_1_1_2",2011,97.52
"2553","Nigeria","NGA","14_1_1_2",2012,98.73
"2554","Nigeria","NGA","14_1_1_2",2013,99.11
"2555","Nigeria","NGA","14_1_1_2",2014,97.61
"2556","Nigeria","NGA","14_1_1_2",2015,98.64
"2557","Nigeria","NGA","14_1_1_2",2016,98.35
"2558","Nigeria","NGA","14_1_1_2",2017,98.36
"2559","Nigeria","NGA","14_1_1_2",2018,96.93
"2560","Nigeria","NGA","14_1_1_2",2019,96.5
"2561","Niue","NIU","14_1_1_2",2000,97.83
"2562","Niue","NIU","14_1_1_2",2001,97.25
"2563","Niue","NIU","14_1_1_2",2002,95.25
"2564","Niue","NIU","14_1_1_2",2003,96.16
"2565","Niue","NIU","14_1_1_2",2004,92.79
"2566","Niue","NIU","14_1_1_2",2005,94
"2567","Niue","NIU","14_1_1_2",2006,96.85
"2568","Niue","NIU","14_1_1_2",2007,98.95
"2569","Niue","NIU","14_1_1_2",2008,98.72
"2570","Niue","NIU","14_1_1_2",2009,96.65
"2571","Niue","NIU","14_1_1_2",2010,99.93
"2572","Niue","NIU","14_1_1_2",2011,99.5
"2573","Niue","NIU","14_1_1_2",2012,99.78
"2574","Niue","NIU","14_1_1_2",2013,99.84
"2575","Niue","NIU","14_1_1_2",2014,97.94
"2576","Niue","NIU","14_1_1_2",2015,96.95
"2577","Niue","NIU","14_1_1_2",2016,99.31
"2578","Niue","NIU","14_1_1_2",2017,98.21
"2579","Niue","NIU","14_1_1_2",2018,97.93
"2580","Niue","NIU","14_1_1_2",2019,99.3
"2581","Norfolk Island","NFK","14_1_1_2",2000,99.83
"2582","Norfolk Island","NFK","14_1_1_2",2001,99.92
"2583","Norfolk Island","NFK","14_1_1_2",2002,99.83
"2584","Norfolk Island","NFK","14_1_1_2",2003,98.46
"2585","Norfolk Island","NFK","14_1_1_2",2004,99.23
"2586","Norfolk Island","NFK","14_1_1_2",2005,99.23
"2587","Norfolk Island","NFK","14_1_1_2",2006,99.81
"2588","Norfolk Island","NFK","14_1_1_2",2007,99.99
"2589","Norfolk Island","NFK","14_1_1_2",2008,99.75
"2590","Norfolk Island","NFK","14_1_1_2",2009,98.62
"2591","Norfolk Island","NFK","14_1_1_2",2010,99.77
"2592","Norfolk Island","NFK","14_1_1_2",2011,100
"2593","Norfolk Island","NFK","14_1_1_2",2012,99.87
"2594","Norfolk Island","NFK","14_1_1_2",2013,99.94
"2595","Norfolk Island","NFK","14_1_1_2",2014,99.49
"2596","Norfolk Island","NFK","14_1_1_2",2015,99.72
"2597","Norfolk Island","NFK","14_1_1_2",2016,100
"2598","Norfolk Island","NFK","14_1_1_2",2017,99.3
"2599","Norfolk Island","NFK","14_1_1_2",2018,99.89
"2600","Norfolk Island","NFK","14_1_1_2",2019,99.51
"2601","North Korea","PRK","14_1_1_2",2000,98.61
"2602","North Korea","PRK","14_1_1_2",2001,98.08
"2603","North Korea","PRK","14_1_1_2",2002,96.86
"2604","North Korea","PRK","14_1_1_2",2003,92.58
"2605","North Korea","PRK","14_1_1_2",2004,97.27
"2606","North Korea","PRK","14_1_1_2",2005,98.03
"2607","North Korea","PRK","14_1_1_2",2006,97.21
"2608","North Korea","PRK","14_1_1_2",2007,96.03
"2609","North Korea","PRK","14_1_1_2",2008,97.92
"2610","North Korea","PRK","14_1_1_2",2009,92.81
"2611","North Korea","PRK","14_1_1_2",2010,95.5
"2612","North Korea","PRK","14_1_1_2",2011,95.66
"2613","North Korea","PRK","14_1_1_2",2012,98.04
"2614","North Korea","PRK","14_1_1_2",2013,96.95
"2615","North Korea","PRK","14_1_1_2",2014,98.5
"2616","North Korea","PRK","14_1_1_2",2015,99.17
"2617","North Korea","PRK","14_1_1_2",2016,98.71
"2618","North Korea","PRK","14_1_1_2",2017,96.34
"2619","North Korea","PRK","14_1_1_2",2018,98.21
"2620","North Korea","PRK","14_1_1_2",2019,97.7
"2698","Norway","NOR","14_1_1_2",2000,96.14
"2699","Norway","NOR","14_1_1_2",2001,89.55
"2700","Norway","NOR","14_1_1_2",2002,94.55
"2701","Norway","NOR","14_1_1_2",2003,93.98
"2702","Norway","NOR","14_1_1_2",2004,94.48
"2703","Norway","NOR","14_1_1_2",2005,95.65
"2704","Norway","NOR","14_1_1_2",2006,91.91
"2705","Norway","NOR","14_1_1_2",2007,97.52
"2706","Norway","NOR","14_1_1_2",2008,95.24
"2707","Norway","NOR","14_1_1_2",2009,96.67
"2708","Norway","NOR","14_1_1_2",2010,95.86
"2709","Norway","NOR","14_1_1_2",2011,94.68
"2710","Norway","NOR","14_1_1_2",2012,96.04
"2711","Norway","NOR","14_1_1_2",2013,96.11
"2712","Norway","NOR","14_1_1_2",2014,98.08
"2713","Norway","NOR","14_1_1_2",2015,96.36
"2714","Norway","NOR","14_1_1_2",2016,96.58
"2715","Norway","NOR","14_1_1_2",2017,96.27
"2716","Norway","NOR","14_1_1_2",2018,94.36
"2717","Norway","NOR","14_1_1_2",2019,92.85
"2758","Oman","OMN","14_1_1_2",2000,95.86
"2759","Oman","OMN","14_1_1_2",2001,98.22
"2760","Oman","OMN","14_1_1_2",2002,93.24
"2761","Oman","OMN","14_1_1_2",2003,93.65
"2762","Oman","OMN","14_1_1_2",2004,90.53
"2763","Oman","OMN","14_1_1_2",2005,94.03
"2764","Oman","OMN","14_1_1_2",2006,92.91
"2765","Oman","OMN","14_1_1_2",2007,96.23
"2766","Oman","OMN","14_1_1_2",2008,92.36
"2767","Oman","OMN","14_1_1_2",2009,95.6
"2768","Oman","OMN","14_1_1_2",2010,96.13
"2769","Oman","OMN","14_1_1_2",2011,95.81
"2770","Oman","OMN","14_1_1_2",2012,95.63
"2771","Oman","OMN","14_1_1_2",2013,98.68
"2772","Oman","OMN","14_1_1_2",2014,97.09
"2773","Oman","OMN","14_1_1_2",2015,95.21
"2774","Oman","OMN","14_1_1_2",2016,98.83
"2775","Oman","OMN","14_1_1_2",2017,96.74
"2776","Oman","OMN","14_1_1_2",2018,97.86
"2777","Oman","OMN","14_1_1_2",2019,97.24
"2778","Pakistan","PAK","14_1_1_2",2000,96.9
"2779","Pakistan","PAK","14_1_1_2",2001,99.35
"2780","Pakistan","PAK","14_1_1_2",2002,95.75
"2781","Pakistan","PAK","14_1_1_2",2003,94.9
"2782","Pakistan","PAK","14_1_1_2",2004,87.35
"2783","Pakistan","PAK","14_1_1_2",2005,89.7
"2784","Pakistan","PAK","14_1_1_2",2006,88.53
"2785","Pakistan","PAK","14_1_1_2",2007,99.02
"2786","Pakistan","PAK","14_1_1_2",2008,96.61
"2787","Pakistan","PAK","14_1_1_2",2009,98.85
"2788","Pakistan","PAK","14_1_1_2",2010,98.82
"2789","Pakistan","PAK","14_1_1_2",2011,96.08
"2790","Pakistan","PAK","14_1_1_2",2012,98.08
"2791","Pakistan","PAK","14_1_1_2",2013,99.2
"2792","Pakistan","PAK","14_1_1_2",2014,96.54
"2793","Pakistan","PAK","14_1_1_2",2015,95.58
"2794","Pakistan","PAK","14_1_1_2",2016,99.4
"2795","Pakistan","PAK","14_1_1_2",2017,92.75
"2796","Pakistan","PAK","14_1_1_2",2018,96.26
"2797","Pakistan","PAK","14_1_1_2",2019,88.37
"2798","Palau","PLW","14_1_1_2",2000,98.65
"2799","Palau","PLW","14_1_1_2",2001,98.34
"2800","Palau","PLW","14_1_1_2",2002,98.67
"2801","Palau","PLW","14_1_1_2",2003,93.83
"2802","Palau","PLW","14_1_1_2",2004,97.41
"2803","Palau","PLW","14_1_1_2",2005,96.01
"2804","Palau","PLW","14_1_1_2",2006,98.88
"2805","Palau","PLW","14_1_1_2",2007,99.29
"2806","Palau","PLW","14_1_1_2",2008,98.6
"2807","Palau","PLW","14_1_1_2",2009,99.74
"2808","Palau","PLW","14_1_1_2",2010,99.36
"2809","Palau","PLW","14_1_1_2",2011,98.85
"2810","Palau","PLW","14_1_1_2",2012,99.77
"2811","Palau","PLW","14_1_1_2",2013,99.1
"2812","Palau","PLW","14_1_1_2",2014,98.75
"2813","Palau","PLW","14_1_1_2",2015,99.15
"2814","Palau","PLW","14_1_1_2",2016,98.69
"2815","Palau","PLW","14_1_1_2",2017,98.96
"2816","Palau","PLW","14_1_1_2",2018,99.17
"2817","Palau","PLW","14_1_1_2",2019,97.87
"2818","Palestine","PSE","14_1_1_2",2000,35.71
"2819","Palestine","PSE","14_1_1_2",2001,69.05
"2820","Palestine","PSE","14_1_1_2",2003,42.86
"2821","Palestine","PSE","14_1_1_2",2004,64.29
"2822","Palestine","PSE","14_1_1_2",2005,92.86
"2823","Palestine","PSE","14_1_1_2",2008,92.86
"2824","Palestine","PSE","14_1_1_2",2011,71.43
"2825","Palestine","PSE","14_1_1_2",2013,71.43
"2826","Palestine","PSE","14_1_1_2",2014,42.86
"2827","Palestine","PSE","14_1_1_2",2016,92.86
"2828","Palestine","PSE","14_1_1_2",2019,85.71
"2829","Panama","PAN","14_1_1_2",2000,96.66
"2830","Panama","PAN","14_1_1_2",2001,94.8
"2831","Panama","PAN","14_1_1_2",2002,98.31
"2832","Panama","PAN","14_1_1_2",2003,97.51
"2833","Panama","PAN","14_1_1_2",2004,95.65
"2834","Panama","PAN","14_1_1_2",2005,97.38
"2835","Panama","PAN","14_1_1_2",2006,95.87
"2836","Panama","PAN","14_1_1_2",2007,98.62
"2837","Panama","PAN","14_1_1_2",2008,96.55
"2838","Panama","PAN","14_1_1_2",2009,96.97
"2839","Panama","PAN","14_1_1_2",2010,98.13
"2840","Panama","PAN","14_1_1_2",2011,98.21
"2841","Panama","PAN","14_1_1_2",2012,96.78
"2842","Panama","PAN","14_1_1_2",2013,96.8
"2843","Panama","PAN","14_1_1_2",2014,98.56
"2844","Panama","PAN","14_1_1_2",2015,98.25
"2845","Panama","PAN","14_1_1_2",2016,98.82
"2846","Panama","PAN","14_1_1_2",2017,97.72
"2847","Panama","PAN","14_1_1_2",2018,97.81
"2848","Panama","PAN","14_1_1_2",2019,98.28
"2849","Papua New Guinea","PNG","14_1_1_2",2000,91.32
"2850","Papua New Guinea","PNG","14_1_1_2",2001,97.24
"2851","Papua New Guinea","PNG","14_1_1_2",2002,90.14
"2852","Papua New Guinea","PNG","14_1_1_2",2003,94.76
"2853","Papua New Guinea","PNG","14_1_1_2",2004,95.8
"2854","Papua New Guinea","PNG","14_1_1_2",2005,97.6
"2855","Papua New Guinea","PNG","14_1_1_2",2006,95.63
"2856","Papua New Guinea","PNG","14_1_1_2",2007,95.19
"2857","Papua New Guinea","PNG","14_1_1_2",2008,90.46
"2858","Papua New Guinea","PNG","14_1_1_2",2009,94.67
"2859","Papua New Guinea","PNG","14_1_1_2",2010,86.46
"2860","Papua New Guinea","PNG","14_1_1_2",2011,95.41
"2861","Papua New Guinea","PNG","14_1_1_2",2012,96.46
"2862","Papua New Guinea","PNG","14_1_1_2",2013,98.24
"2863","Papua New Guinea","PNG","14_1_1_2",2014,98.21
"2864","Papua New Guinea","PNG","14_1_1_2",2015,94.01
"2865","Papua New Guinea","PNG","14_1_1_2",2016,98.83
"2866","Papua New Guinea","PNG","14_1_1_2",2017,98.28
"2867","Papua New Guinea","PNG","14_1_1_2",2018,98.96
"2868","Papua New Guinea","PNG","14_1_1_2",2019,98.58
"2869","Peru","PER","14_1_1_2",2000,92.57
"2870","Peru","PER","14_1_1_2",2001,93.77
"2871","Peru","PER","14_1_1_2",2002,90.05
"2872","Peru","PER","14_1_1_2",2003,91.14
"2873","Peru","PER","14_1_1_2",2004,84.28
"2874","Peru","PER","14_1_1_2",2005,91.75
"2875","Peru","PER","14_1_1_2",2006,95.38
"2876","Peru","PER","14_1_1_2",2007,92.65
"2877","Peru","PER","14_1_1_2",2008,96.19
"2878","Peru","PER","14_1_1_2",2009,96.62
"2879","Peru","PER","14_1_1_2",2010,94.38
"2880","Peru","PER","14_1_1_2",2011,92.06
"2881","Peru","PER","14_1_1_2",2012,94.8
"2882","Peru","PER","14_1_1_2",2013,89.59
"2883","Peru","PER","14_1_1_2",2014,92.03
"2884","Peru","PER","14_1_1_2",2015,93.53
"2885","Peru","PER","14_1_1_2",2016,92.43
"2886","Peru","PER","14_1_1_2",2017,92.04
"2887","Peru","PER","14_1_1_2",2018,92.21
"2888","Peru","PER","14_1_1_2",2019,93
"2889","Philippines","PHL","14_1_1_2",2000,99.24
"2890","Philippines","PHL","14_1_1_2",2001,98.25
"2891","Philippines","PHL","14_1_1_2",2002,98.88
"2892","Philippines","PHL","14_1_1_2",2003,98.85
"2893","Philippines","PHL","14_1_1_2",2004,98.09
"2894","Philippines","PHL","14_1_1_2",2005,98.94
"2895","Philippines","PHL","14_1_1_2",2006,99.4
"2896","Philippines","PHL","14_1_1_2",2007,99.31
"2897","Philippines","PHL","14_1_1_2",2008,99.39
"2898","Philippines","PHL","14_1_1_2",2009,98.97
"2899","Philippines","PHL","14_1_1_2",2010,99.38
"2900","Philippines","PHL","14_1_1_2",2011,99.21
"2901","Philippines","PHL","14_1_1_2",2012,99.29
"2902","Philippines","PHL","14_1_1_2",2013,99.02
